CustomerAlternateKey	FirstPurchase	First	Middle	Last	Email	Phone	Line1	Line2	City	StateProvince	Country	MaritalStatus	Gender	YearlyIncome	TotalChildren	NumberChildrenAtHome	Education	Occupation	HouseOwnerFlag	NumberCarsOwned	CommuteDistance	Region	Age
AW00028051	2006-02-28	Thomas	M	Young	thomas53@adventure-works.com	182-555-0117	7314 El Capitan Lane		Vancouver	BC	CA	S	M	60000	2	1	High School	Professional	0	2	2-5 Miles	North America	67
AW00028052	2008-05-07	Franklin	B	Li	franklin3@adventure-works.com	746-555-0127	1771 Coastal Blvd.		Bremerton	WA	US	M	M	60000	2	1	High School	Professional	1	2	10+ Miles	North America	67
AW00028053	2007-10-17	Jared	C	Howard	jared13@adventure-works.com	189-555-0162	7059 Garrow Dr.		Beverly Hills	CA	US	M	M	60000	2	1	Partial College	Professional	1	2	10+ Miles	North America	67
AW00028054	2007-10-01	Carol	L	Cox	carol7@adventure-works.com	841-555-0161	885 Shakespeare Drive		Redwood City	CA	US	M	F	70000	4	2	Partial College	Professional	1	1	10+ Miles	North America	67
AW00028055	2007-12-18	Brooke	A	Peterson	brooke5@adventure-works.com	488-555-0117	2083 Lindenwood Drive		Port Orchard	WA	US	S	F	70000	2	1	High School	Professional	1	2	10+ Miles	North America	66
AW00028056	2008-05-30	Alex		Gray	alex9@adventure-works.com	909-555-0170	3598 Wildberry Court		Walla Walla	WA	US	M	M	70000	2	1	Partial High School	Skilled Manual	1	2	10+ Miles	North America	66
AW00028057	2007-09-26	Rachel		Anderson	rachel12@adventure-works.com	424-555-0194	6735 Alet Court		Seattle	WA	US	M	F	70000	2	1	Partial High School	Skilled Manual	1	2	10+ Miles	North America	66
AW00028058	2008-06-05	Jaime	C	Alvarez	jaime5@adventure-works.com	523-555-0115	7799 Reality Dr		Burlingame	CA	US	S	F	70000	2	1	Partial High School	Skilled Manual	1	2	10+ Miles	North America	66
AW00028059	2008-01-24	Bradley		Shen	bradley4@adventure-works.com	929-555-0194	2755 Fairfield Ave		Bellflower	CA	US	S	M	60000	3	1	Partial High School	Skilled Manual	1	2	10+ Miles	North America	64
AW00028060	2008-02-09	Blake		Rodriguez	blake20@adventure-works.com	517-555-0121	1378 String Dr		Salem	OR	US	M	M	60000	0	0	Graduate Degree	Professional	1	0	2-5 Miles	North America	52
AW00028061	2005-08-19	Kyle		Lopez	kyle49@adventure-works.com	758-555-0180	3234 Royal Arch Court		Burlingame	CA	US	S	M	70000	4	0	Graduate Degree	Professional	0	0	0-1 Miles	North America	52
AW00028062	2005-08-30	Xavier	C	Roberts	xavier36@adventure-works.com	697-555-0137	6206 Arthur Rd		Santa Monica	CA	US	S	M	70000	4	0	Graduate Degree	Professional	1	0	2-5 Miles	North America	52
AW00028063	2005-08-12	Gabrielle	A	Turner	gabrielle49@adventure-works.com	827-555-0146	9081 Texas Way	# A5	Santa Cruz	CA	US	M	F	70000	4	0	Graduate Degree	Professional	1	0	2-5 Miles	North America	51
AW00028064	2005-08-26	Tamara		Nath	tamara28@adventure-works.com	961-555-0131	4555 Hackney Lane		Beaverton	OR	US	S	F	70000	5	0	Graduate Degree	Professional	1	0	2-5 Miles	North America	52
AW00028065	2005-08-05	Carrie		Gill	carrie12@adventure-works.com	455-555-0168	9444 Camelback Ct.		Beverly Hills	CA	US	S	F	70000	5	0	Graduate Degree	Professional	0	0	0-1 Miles	North America	52
AW00028066	2005-08-01	Justin	G	Taylor	justin40@adventure-works.com	778-555-0170	9727 N. Michell Canyon Rd.		Downey	CA	US	M	M	80000	2	0	Graduate Degree	Professional	1	0	0-1 Miles	North America	49
AW00028067	2005-08-11	Olivia	D	Bennett	olivia48@adventure-works.com	740-555-0170	9991 El Pintado Road		Lemon Grove	CA	US	M	F	80000	3	0	Graduate Degree	Professional	1	0	0-1 Miles	North America	48
AW00028068	2005-08-09	Amanda	S	Wood	amanda23@adventure-works.com	380-555-0151	9106 Edwards Ave.		Newport Beach	CA	US	S	F	80000	3	0	Graduate Degree	Professional	0	0	0-1 Miles	North America	49
AW00028069	2008-05-30	Jacob	I	Johnson	jacob2@adventure-works.com	769-555-0172	2219 Dewing Avenue		Sooke	BC	CA	S	M	80000	0	0	Bachelors	Management	0	1	0-1 Miles	North America	46
AW00028070	2005-08-14	Ian	A	Morris	ian85@adventure-works.com	364-555-0127	2371 Deerfield Dr.		Daly City	CA	US	S	M	80000	0	0	Bachelors	Management	1	1	1-2 Miles	North America	50
AW00028071	2005-08-11	Trevor	L	Ross	trevor3@adventure-works.com	261-555-0142	9956 La Salle St.		Berkeley	CA	US	M	M	80000	0	0	Bachelors	Management	0	1	0-1 Miles	North America	50
AW00028072	2008-05-01	Alyssa		Morris	alyssa26@adventure-works.com	722-555-0183	4187 Banbury Loop		Metchosin	BC	CA	M	F	80000	0	0	Bachelors	Management	0	1	0-1 Miles	North America	50
AW00028073	2007-11-25	Mackenzie	C	Green	mackenzie35@adventure-works.com	270-555-0150	2961 Ameno Road		Port Hammond	BC	CA	S	F	100000	1	0	Bachelors	Management	0	2	0-1 Miles	North America	51
AW00028074	2008-04-19	Justin		Davis	justin36@adventure-works.com	188-555-0144	4601 San Ramon Road		Vancouver	BC	CA	M	M	100000	1	0	Bachelors	Management	0	2	0-1 Miles	North America	51
AW00028075	2008-05-26	Edward		Jones	edward25@adventure-works.com	488-555-0131	7820 S. Rising Ave		Spokane	WA	US	S	M	110000	0	1	Graduate Degree	Management	0	1	10+ Miles	North America	51
AW00028076	2005-08-10	Logan	M	Williams	logan51@adventure-works.com	310-555-0163	9604 Ryan Rd.		Redwood City	CA	US	S	M	110000	0	1	Graduate Degree	Management	0	2	1-2 Miles	North America	51
AW00028077	2007-12-06	Sarah	N	Williams	sarah4@adventure-works.com	869-555-0167	6820 Krueger Drive		San Gabriel	CA	US	S	F	120000	0	0	Bachelors	Management	1	3	1-2 Miles	North America	51
AW00028078	2005-08-21	Jack	L	Young	jack54@adventure-works.com	893-555-0174	1293 Silverwood Drive		Lake Oswego	OR	US	S	M	80000	4	3	Bachelors	Management	1	0	1-2 Miles	North America	55
AW00028079	2008-06-02	Haley	B	Phillips	haley45@adventure-works.com	337-555-0113	6842 Fernwood Drive		Shawnee	BC	CA	M	F	90000	4	4	Partial College	Skilled Manual	1	2	1-2 Miles	North America	50
AW00028080	2007-09-01	Isabella		Peterson	isabella4@adventure-works.com	182-555-0156	6868 Firestone		Victoria	BC	CA	S	F	90000	4	4	Partial College	Skilled Manual	0	2	1-2 Miles	North America	50
AW00028081	2008-06-16	Paige		Watson	paige23@adventure-works.com	197-555-0160	5377 Pine Creek Way		Portland	OR	US	M	F	100000	3	0	Bachelors	Management	1	3	1-2 Miles	North America	50
AW00028082	2007-09-03	Nathaniel	R	Peterson	nathaniel6@adventure-works.com	556-555-0155	6237 El Rancho Dr.		Puyallup	WA	US	S	M	100000	3	0	Bachelors	Management	0	3	0-1 Miles	North America	50
AW00028083	2005-08-15	Kaitlyn	M	Foster	kaitlyn83@adventure-works.com	112-555-0196	4159 Apple Drive		Bellflower	CA	US	M	F	110000	2	1	Graduate Degree	Management	1	3	1-2 Miles	North America	50
AW00028084	2008-03-09	Cameron		McDonald	cameron35@adventure-works.com	366-555-0123	9761 Fox Way		Berkeley	CA	US	S	M	110000	2	1	Graduate Degree	Management	0	3	1-2 Miles	North America	50
AW00028085	2007-12-04	Jeremiah		Evans	jeremiah22@adventure-works.com	589-555-0192	1343 Prospect St		Marysville	WA	US	M	M	40000	0	0	High School	Skilled Manual	1	2	5-10 Miles	North America	39
AW00028086	2007-10-10	Bridget		Anand	bridget22@adventure-works.com	144-555-0110	313 Park Highlands		Bellflower	CA	US	S	F	40000	0	0	Partial College	Skilled Manual	1	1	5-10 Miles	North America	39
AW00028087	2007-11-30	Maria	B	Simmons	maria37@adventure-works.com	500-555-0195	8727 Logan Court		Bellflower	CA	US	S	F	40000	0	0	Partial College	Skilled Manual	0	1	1-2 Miles	North America	39
AW00028088	2005-09-06	Marshall	L	Lal	marshall30@adventure-works.com	340-555-0154	9666 Northridge Ct.		Bellflower	CA	US	M	M	40000	0	0	Partial College	Skilled Manual	1	1	5-10 Miles	North America	39
AW00028089	2008-03-15	Xavier	F	Campbell	xavier38@adventure-works.com	391-555-0120	9930 Clinton Dr		Chula Vista	CA	US	M	M	40000	0	0	Partial College	Skilled Manual	0	1	1-2 Miles	North America	39
AW00028090	2007-10-03	Edward	D	Walker	edward45@adventure-works.com	600-555-0151	5043 San Antonio		Fremont	CA	US	M	M	40000	0	0	Partial College	Skilled Manual	1	1	5-10 Miles	North America	39
AW00028091	2008-05-28	Valerie		Liang	valerie18@adventure-works.com	1 (11) 500 555-0177	7040 Santa Fe Street		Newcastle	NSW	AU	S	F	20000	3	0	High School	Skilled Manual	1	2	5-10 Miles	Pacific	74
AW00028092	2006-02-11	Morgan		Hall	morgan20@adventure-works.com	175-555-0161	6445 Heartwood Drive		Haney	BC	CA	S	F	40000	0	0	High School	Skilled Manual	0	2	1-2 Miles	North America	39
AW00028093	2008-03-23	Brad		Kumar	brad7@adventure-works.com	526-555-0171	3487 Hill Dr.		Bellingham	WA	US	M	M	30000	0	0	Partial College	Skilled Manual	0	1	1-2 Miles	North America	40
AW00028094	2007-08-25	Melanie		Peterson	melanie30@adventure-works.com	254-555-0148	1113 Ready Road		Lake Oswego	OR	US	M	F	30000	0	0	Partial College	Skilled Manual	1	1	5-10 Miles	North America	39
AW00028095	2007-12-29	Natalie	L	Bryant	natalie40@adventure-works.com	870-555-0114	561 Park Glenn		Sedro Woolley	WA	US	M	F	30000	0	0	Partial College	Skilled Manual	1	1	5-10 Miles	North America	40
AW00028096	2005-09-15	Alexandra	S	Stewart	alexandra1@adventure-works.com	125-555-0117	5935 Isabel		Berkeley	CA	US	M	F	60000	0	0	Partial College	Skilled Manual	1	2	5-10 Miles	North America	39
AW00028097	2005-09-09	Jennifer	A	Barnes	jennifer78@adventure-works.com	377-555-0139	2215 La Corte Bonita		Chula Vista	CA	US	S	F	60000	0	0	Partial College	Skilled Manual	1	2	5-10 Miles	North America	40
AW00028098	2008-05-14	Roger	J	Zhu	roger19@adventure-works.com	1 (11) 500 555-0164	3797 Mt. Wilson Way		Sunbury	VIC	AU	M	M	30000	2	0	Partial College	Clerical	0	2	1-2 Miles	Pacific	71
AW00028099	2005-09-26	Jesse		Turner	jesse29@adventure-works.com	347-555-0113	5701 San Miguel Road		Woodland Hills	CA	US	M	M	70000	0	0	Partial College	Skilled Manual	1	2	5-10 Miles	North America	40
AW00028100	2008-02-13	Kimberly	B	Gray	kimberly9@adventure-works.com	764-555-0141	6238 Mount Circle		Woodland Hills	CA	US	S	F	90000	4	4	Partial College	Skilled Manual	0	3	0-1 Miles	North America	40
AW00028101	2007-08-14	Timothy	J	Bell	timothy15@adventure-works.com	850-555-0170	7952 El Verano		Port Hammond	BC	CA	S	M	40000	0	0	Bachelors	Professional	0	2	1-2 Miles	North America	41
AW00028102	2008-06-29	Arturo	A	Deng	arturo25@adventure-works.com	1 (11) 500 555-0162	9699 William Reed Dr.		North Ryde	NSW	AU	M	M	20000	4	0	High School	Skilled Manual	1	2	5-10 Miles	Pacific	70
AW00028103	2008-06-14	Pedro	B	Martin	pedro20@adventure-works.com	1 (11) 500 555-0125	6880 N Lucile Lane		Silverwater	NSW	AU	S	M	20000	2	1	Partial High School	Clerical	1	2	5-10 Miles	Pacific	69
AW00028104	2008-06-01	Hannah	R	Williams	hannah3@adventure-works.com	254-555-0139	495 Alameda Drive		Coronado	CA	US	M	F	60000	0	0	Partial College	Skilled Manual	1	2	5-10 Miles	North America	41
AW00028105	2008-03-13	Hannah		Garcia	hannah14@adventure-works.com	238-555-0129	5582 Ryan Court		Downey	CA	US	M	F	60000	0	0	Partial College	Skilled Manual	0	2	1-2 Miles	North America	40
AW00028106	2007-10-17	Chloe	A	Williams	chloe36@adventure-works.com	746-555-0145	1663 Almond Drive		Grossmont	CA	US	M	F	60000	0	0	Partial College	Skilled Manual	1	2	5-10 Miles	North America	41
AW00028107	2007-08-18	Tara	K	Simpson	tara2@adventure-works.com	1 (11) 500 555-0122	2855 West F St.		Geelong	VIC	AU	S	F	20000	2	1	Partial High School	Clerical	1	2	5-10 Miles	Pacific	68
AW00028108	2007-09-08	Roger	A	Yang	roger9@adventure-works.com	1 (11) 500 555-0114	8328 San Francisco		Geelong	VIC	AU	S	M	20000	2	1	Partial High School	Clerical	1	2	5-10 Miles	Pacific	68
AW00028109	2007-09-13	Leonard	L	Tang	leonard5@adventure-works.com	1 (11) 500 555-0181	3606 Bolton Circle		Geelong	VIC	AU	S	M	20000	2	1	Partial High School	Clerical	0	2	1-2 Miles	Pacific	68
AW00028110	2007-09-13	Cassandra	R	Sai	cassandra6@adventure-works.com	1 (11) 500 555-0148	6876 Winthrop Street		Newcastle	NSW	AU	M	F	20000	2	1	Partial High School	Clerical	1	2	5-10 Miles	Pacific	67
AW00028111	2007-09-28	Jon		Zhang	jon19@adventure-works.com	1 (11) 500 555-0135	6725 Arata Way		Sydney	NSW	AU	M	M	20000	2	1	Partial High School	Clerical	1	2	5-10 Miles	Pacific	67
AW00028112	2005-09-07	Savannah	K	Evans	savannah21@adventure-works.com	696-555-0193	9069 Muir Road		Downey	CA	US	M	F	30000	0	0	Partial College	Skilled Manual	1	2	5-10 Miles	North America	38
AW00028113	2007-10-20	Amanda		Powell	amanda30@adventure-works.com	1 (11) 500 555-0150	8857 Sunshine		Wollongong	NSW	AU	S	F	30000	3	0	High School	Skilled Manual	1	2	5-10 Miles	Pacific	66
AW00028114	2007-08-29	Jared	E	Cox	jared12@adventure-works.com	1 (11) 500 555-0149	3798 Vine Hill Way		Gold Coast	QLD	AU	S	M	40000	2	0	Partial College	Skilled Manual	1	2	5-10 Miles	Pacific	65
AW00028115	2007-09-10	Deanna		Jiménez	deanna31@adventure-works.com	1 (11) 500 555-0112	6410 Army Drive		Caloundra	QLD	AU	M	F	40000	2	0	Partial College	Skilled Manual	1	2	5-10 Miles	Pacific	65
AW00028116	2007-10-25	Sabrina	M	Dominguez	sabrina8@adventure-works.com	1 (11) 500 555-0187	8452 Pine Hollow Rd.		Hawthorne	QLD	AU	S	F	40000	2	0	Partial College	Skilled Manual	1	2	5-10 Miles	Pacific	65
AW00028117	2007-10-10	Craig		Vazquez	craig14@adventure-works.com	1 (11) 500 555-0125	3237 Orchid Ct		Sydney	NSW	AU	S	M	40000	3	0	Partial High School	Clerical	0	2	5-10 Miles	Pacific	64
AW00028118	2008-06-24	Briana	T	Jiménez	briana5@adventure-works.com	1 (11) 500 555-0132	4651 Brownstone Rd		Brisbane	QLD	AU	M	F	80000	2	0	Partial College	Skilled Manual	1	2	5-10 Miles	Pacific	63
AW00028119	2008-06-12	Curtis		Ma	curtis12@adventure-works.com	1 (11) 500 555-0149	280 Calle Verde Dr.		Milsons Point	NSW	AU	S	M	80000	2	0	Partial College	Skilled Manual	1	2	5-10 Miles	Pacific	63
AW00028120	2008-06-08	Pedro	E	Alvarez	pedro25@adventure-works.com	1 (11) 500 555-0163	4451 Carmel Dr.		St. Leonards	NSW	AU	S	M	80000	2	0	Partial College	Skilled Manual	1	2	5-10 Miles	Pacific	63
AW00028121	2008-05-09	Julia		Robinson	julia40@adventure-works.com	479-555-0156	4551 Thistle Circle		Victoria	BC	CA	M	F	40000	0	0	Partial College	Skilled Manual	1	2	5-10 Miles	North America	43
AW00028122	2007-11-26	Gabriel	V	King	gabriel50@adventure-works.com	944-555-0131	3601 Greenbush Drive		Redmond	WA	US	M	M	40000	0	0	High School	Skilled Manual	0	2	1-2 Miles	North America	43
AW00028123	2008-03-31	Daisy		Ortega	daisy17@adventure-works.com	506-555-0155	5065 Cloverleaf Circle		Berkeley	CA	US	S	F	40000	0	0	High School	Skilled Manual	1	2	5-10 Miles	North America	43
AW00028124	2008-05-31	Mackenzie	E	Kelly	mackenzie1@adventure-works.com	300-555-0149	9603 Houston Ct		Daly City	CA	US	M	F	40000	0	0	High School	Skilled Manual	1	2	5-10 Miles	North America	43
AW00028125	2008-06-15	Dalton		Jackson	dalton11@adventure-works.com	598-555-0113	6598 Hargate Court		Fremont	CA	US	M	M	60000	0	0	Partial College	Skilled Manual	1	2	5-10 Miles	North America	43
AW00028126	2007-10-11	Anna		Johnson	anna62@adventure-works.com	420-555-0145	2633 Dalis Dr.		Glendale	CA	US	M	F	60000	0	0	Partial College	Skilled Manual	1	2	5-10 Miles	North America	43
AW00028127	2007-10-09	Fernando		Price	fernando44@adventure-works.com	678-555-0146	8274 Gladstone Drive		Santa Cruz	CA	US	M	M	60000	0	0	Partial College	Skilled Manual	1	2	5-10 Miles	North America	43
AW00028128	2008-06-03	Jeremiah		Lee	jeremiah10@adventure-works.com	248-555-0127	5731 La Mar Ct.		El Cajon	CA	US	M	M	50000	0	0	High School	Skilled Manual	1	2	5-10 Miles	North America	44
AW00028129	2006-02-13	Justin		Griffin	justin18@adventure-works.com	430-555-0145	4891 Olivera Rd		Sooke	BC	CA	S	M	50000	0	0	High School	Skilled Manual	0	2	1-2 Miles	North America	44
AW00028130	2006-02-14	Joshua	M	Taylor	joshua10@adventure-works.com	926-555-0140	1145 Paraiso Ct.		Langley	BC	CA	S	M	60000	0	0	Partial College	Skilled Manual	1	2	5-10 Miles	North America	45
AW00028131	2005-09-04	Todd	G	Zhu	todd13@adventure-works.com	337-555-0113	2071 Concord Blvd.		Burbank	CA	US	S	M	70000	0	0	Partial College	Professional	0	2	0-1 Miles	North America	45
AW00028132	2008-06-07	Clinton	F	Romero	clinton6@adventure-works.com	1 (11) 500 555-0136	110 E. Watson Court		Hervey Bay	QLD	AU	S	M	80000	2	0	High School	Skilled Manual	0	2	1-2 Miles	Pacific	62
AW00028133	2008-06-02	Willie	C	Huang	willie5@adventure-works.com	1 (11) 500 555-0145	3985 Jacqueline Drive		Rhodes	NSW	AU	S	M	80000	2	0	High School	Skilled Manual	1	2	5-10 Miles	Pacific	61
AW00028134	2008-06-10	Terrance	M	Rana	terrance8@adventure-works.com	1 (11) 500 555-0182	6341 Darnett Circle		Lane Cove	NSW	AU	M	M	80000	2	0	High School	Skilled Manual	0	2	1-2 Miles	Pacific	61
AW00028135	2008-06-04	Carla	D	Madan	carla10@adventure-works.com	1 (11) 500 555-0113	2782 San Simeon		Coffs Harbour	NSW	AU	S	F	70000	2	0	High School	Skilled Manual	0	2	1-2 Miles	Pacific	61
AW00028136	2007-07-06	Kelli	A	Raje	kelli37@adventure-works.com	1 (11) 500 555-0116	5964 Sepulveda Ct.		Darlinghurst	NSW	AU	M	F	70000	2	0	High School	Skilled Manual	1	2	5-10 Miles	Pacific	61
AW00028137	2008-04-15	Kristi		Lopez	kristi34@adventure-works.com	1 (11) 500 555-0159	2390 Brodia Court		North Sydney	NSW	AU	S	F	100000	1	0	Bachelors	Management	0	3	0-1 Miles	Pacific	60
AW00028138	2008-07-28	Marvin		Ramos	marvin18@adventure-works.com	1 (11) 500 555-0156	9641 M St.		South Melbourne	VIC	AU	S	M	100000	1	0	Bachelors	Management	0	4	0-1 Miles	Pacific	60
AW00028139	2008-03-04	Carrie	C	Gutierrez	carrie10@adventure-works.com	1 (11) 500 555-0116	1695 Valley High Dr		Melbourne	VIC	AU	M	F	100000	1	1	Bachelors	Management	0	0	10+ Miles	Pacific	60
AW00028140	2008-06-30	Gilbert	L	Kumar	gilbert28@adventure-works.com	1 (11) 500 555-0163	9482 Rosebrook Ct.		Rockhampton	QLD	AU	S	M	100000	1	1	Bachelors	Management	1	3	2-5 Miles	Pacific	59
AW00028141	2007-08-26	Joseph		Robinson	joseph25@adventure-works.com	637-555-0159	9821 Juniper Drive		Victoria	BC	CA	M	M	50000	0	0	High School	Professional	1	2	5-10 Miles	North America	44
AW00028142	2005-09-26	Willie	B	Lin	willie6@adventure-works.com	969-555-0166	4469 Rain Drop Circle		Ballard	WA	US	S	M	50000	0	0	High School	Professional	0	2	1-2 Miles	North America	44
AW00028143	2007-09-19	Samuel	L	Gonzalez	samuel38@adventure-works.com	754-555-0113	1085 Ash Lane		Spokane	WA	US	S	M	60000	0	0	Partial College	Professional	1	2	5-10 Miles	North America	44
AW00028144	2008-01-18	Noah		Phillips	noah33@adventure-works.com	730-555-0157	5995 Olivera Rd.		Yakima	WA	US	S	M	60000	0	0	Partial College	Professional	1	2	5-10 Miles	North America	44
AW00028145	2005-09-02	Brandon	C	Jones	brandon41@adventure-works.com	881-555-0128	7177 Danesta Dr.		Burbank	CA	US	S	M	60000	0	0	Partial College	Professional	0	2	1-2 Miles	North America	44
AW00028146	2008-01-08	Gavin	C	Washington	gavin12@adventure-works.com	170-555-0126	6550 Gregory Dr.		Mill Valley	CA	US	S	M	130000	0	1	Graduate Degree	Management	0	4	0-1 Miles	North America	51
AW00028147	2005-09-30	Omar		Black	omar41@adventure-works.com	857-555-0112	6713 Castle Rock		Bellflower	CA	US	S	M	60000	4	4	Bachelors	Skilled Manual	0	3	5-10 Miles	North America	54
AW00028148	2005-09-19	Jon		Zhao	jon30@adventure-works.com	363-555-0147	3682 Macarthur Avenue		Bremerton	WA	US	S	M	60000	4	4	Bachelors	Skilled Manual	0	3	5-10 Miles	North America	54
AW00028149	2005-09-16	William		Miller	william22@adventure-works.com	222-555-0131	1063 Pinehurst Court		Lakewood	CA	US	M	M	60000	4	2	Bachelors	Skilled Manual	1	2	2-5 Miles	North America	54
AW00028150	2005-09-15	Connor	M	Chen	connor20@adventure-works.com	238-555-0127	7622 Mayette Avenue		Lincoln Acres	CA	US	S	M	60000	4	2	Bachelors	Skilled Manual	0	2	0-1 Miles	North America	54
AW00028151	2007-12-30	Katherine	L	Walker	katherine94@adventure-works.com	349-555-0141	5510 Chickpea Ct.		Downey	CA	US	S	F	40000	0	0	Bachelors	Professional	0	1	2-5 Miles	North America	55
AW00028152	2005-09-30	Ian		Rivera	ian74@adventure-works.com	657-555-0114	9699 Gilardy Drive		San Carlos	CA	US	M	M	70000	4	2	Bachelors	Professional	1	2	2-5 Miles	North America	55
AW00028153	2008-05-06	Mackenzie		Torres	mackenzie11@adventure-works.com	906-555-0196	9277 Santa Rita Dr		Oak Bay	BC	CA	S	F	70000	4	2	Bachelors	Professional	1	2	2-5 Miles	North America	55
AW00028154	2005-09-18	Katherine	E	Patterson	katherine36@adventure-works.com	670-555-0187	7306 Pastime Drive		Long Beach	CA	US	S	F	70000	0	0	Bachelors	Professional	0	1	0-1 Miles	North America	50
AW00028155	2005-09-23	Taylor		Watson	taylor21@adventure-works.com	682-555-0190	1144 Paradise Ct.		Newport Beach	CA	US	S	F	70000	0	0	Bachelors	Professional	1	1	2-5 Miles	North America	50
AW00028156	2005-09-01	Gabrielle	J	Hall	gabrielle64@adventure-works.com	310-555-0179	5764 St. Dunstan Ct.		Santa Cruz	CA	US	S	F	70000	0	0	Bachelors	Professional	0	1	0-1 Miles	North America	50
AW00028157	2008-03-13	Elijah	D	Edwards	elijah30@adventure-works.com	169-555-0141	4722 Carrick Ct.		Newton	BC	CA	M	M	70000	4	2	Bachelors	Professional	1	3	2-5 Miles	North America	55
AW00028158	2005-09-10	Clarence	M	Luo	clarence20@adventure-works.com	733-555-0149	9620 Fallbrook Road		Berkeley	CA	US	S	M	70000	1	0	Bachelors	Professional	1	1	2-5 Miles	North America	56
AW00028159	2005-09-16	Tamara	R	Yang	tamara35@adventure-works.com	862-555-0111	679 Lanton Ave		Berkeley	CA	US	M	F	70000	1	0	Bachelors	Professional	1	1	2-5 Miles	North America	56
AW00028160	2008-05-29	Melanie	A	Reed	melanie45@adventure-works.com	816-555-0198	6897 Deerfield Dr.		Langford	BC	CA	S	F	70000	1	0	Bachelors	Professional	0	1	0-1 Miles	North America	56
AW00028161	2006-02-11	Jessica		Perry	jessica32@adventure-works.com	435-555-0148	1867 Sahara Drive		Newton	BC	CA	S	F	60000	1	0	Bachelors	Professional	0	1	0-1 Miles	North America	56
AW00028162	2005-09-17	Bruce	R	Ward	bruce43@adventure-works.com	213-555-0117	2186 Claycord Ave.		Grossmont	CA	US	M	M	60000	1	0	Partial College	Skilled Manual	1	1	0-1 Miles	North America	56
AW00028163	2005-09-23	Rachel		Washington	rachel61@adventure-works.com	104-555-0136	4092 Tupelp Drive		Woodburn	OR	US	M	F	60000	1	0	Partial College	Skilled Manual	1	1	2-5 Miles	North America	56
AW00028164	2005-09-14	Gabrielle		Coleman	gabrielle28@adventure-works.com	768-555-0128	419 River Ash Court	#9	Lakewood	CA	US	M	F	60000	1	0	Partial College	Skilled Manual	1	1	0-1 Miles	North America	56
AW00028165	2006-02-12	Alexa		Rivera	alexa15@adventure-works.com	502-555-0111	9828 Larch Ct		Cliffside	BC	CA	M	F	40000	4	2	High School	Skilled Manual	0	2	0-1 Miles	North America	57
AW00028166	2005-09-20	Cassidy		Coleman	cassidy6@adventure-works.com	166-555-0126	9784 Mellowood Street		Coronado	CA	US	M	F	40000	4	2	High School	Skilled Manual	1	2	2-5 Miles	North America	57
AW00028167	2005-09-25	Samuel	W	Hughes	samuel10@adventure-works.com	463-555-0170	1083 W. Hook Road		Los Angeles	CA	US	S	M	60000	1	0	Partial College	Skilled Manual	1	1	2-5 Miles	North America	57
AW00028168	2005-09-04	Jacqueline		Ward	jacqueline36@adventure-works.com	561-555-0115	9104 Melody Drive		Long Beach	CA	US	M	F	60000	1	0	Partial College	Skilled Manual	1	1	2-5 Miles	North America	57
AW00028169	2006-02-14	Lucas	G	Blue	lucas85@adventure-works.com	876-555-0117	9330 Georgia Dr.		Victoria	BC	CA	M	M	60000	1	0	Partial College	Skilled Manual	0	1	0-1 Miles	North America	57
AW00028170	2005-09-18	Isabella	P	Johnson	isabella58@adventure-works.com	941-555-0186	2251 Temple Drive		Glendale	CA	US	M	F	60000	1	0	Partial College	Skilled Manual	1	1	2-5 Miles	North America	57
AW00028171	2005-09-27	Aidan		Henderson	aidan5@adventure-works.com	285-555-0116	P. O. Box 5413		Burien	WA	US	M	M	60000	1	0	Partial College	Skilled Manual	1	1	0-1 Miles	North America	57
AW00028172	2005-09-03	Charles		Moore	charles11@adventure-works.com	799-555-0117	4000 Krueger Drive		Burbank	CA	US	M	M	60000	1	0	Partial College	Skilled Manual	1	1	2-5 Miles	North America	56
AW00028173	2006-02-26	Timothy		Young	timothy42@adventure-works.com	941-555-0117	1547 Larkwood Ct.		Cliffside	BC	CA	S	M	40000	4	2	High School	Skilled Manual	1	2	2-5 Miles	North America	58
AW00028174	2008-07-18	Marco	C	Subram	marco13@adventure-works.com	732-555-0135	4268 Shadow Court		Beaverton	OR	US	M	M	40000	4	2	High School	Skilled Manual	1	3	2-5 Miles	North America	58
AW00028175	2007-08-28	Clifford	F	Subram	clifford11@adventure-works.com	221-555-0148	9903 East Lane		Beaverton	OR	US	M	M	40000	4	2	High School	Skilled Manual	1	3	2-5 Miles	North America	58
AW00028176	2006-02-13	Natalie		Roberts	natalie47@adventure-works.com	292-555-0119	3857 Westchester Pl.		Newton	BC	CA	S	F	60000	0	0	Partial College	Skilled Manual	0	1	0-1 Miles	North America	51
AW00028177	2006-02-22	Cameron	J	Henderson	cameron0@adventure-works.com	143-555-0130	2765 Robbins Place		Royal Oak	BC	CA	S	M	60000	0	0	Partial College	Skilled Manual	0	1	0-1 Miles	North America	51
AW00028178	2006-02-06	Katherine		James	katherine20@adventure-works.com	195-555-0129	5806 West Slough Rd		Victoria	BC	CA	S	F	60000	0	0	Partial College	Skilled Manual	0	1	2-5 Miles	North America	51
AW00028179	2005-09-07	Billy	A	Alvarez	billy6@adventure-works.com	159-555-0194	4814 Seascape Circle		Beaverton	OR	US	S	M	60000	0	0	Partial College	Skilled Manual	0	1	0-1 Miles	North America	51
